unregistered,num_submitted,max_score,num_assessments,avg_score,active_days,min_score,std_score,total_clicks,avg_clicks_day,studied_credits,num_failed_assess,num_of_prev_attempts,imd_band_enc,highest_education_enc,risk_level,at_risk_binary,id_student,final_result
0,5.0,78.0,5.0,74.2,98.0,72.0,3.0331501776206204,1108.0,3.562700964630225,60,0.0,0,7,0,0,0,116692,Pass
0,5.0,73.0,5.0,61.8,27.0,45.0,10.256705123966467,284.0,2.558558558558558,120,0.0,0,3,1,0,0,118983,Pass
0,5.0,75.0,5.0,71.4,127.0,68.0,2.607680962081061,2041.0,3.401666666666667,60,0.0,0,4,0,0,0,123044,Pass
0,5.0,75.0,5.0,69.6,89.0,66.0,3.577708763999661,1321.0,3.0022727272727274,180,0.0,0,4,0,0,0,127582,Pass
1,3.0,85.0,6.0,81.0,110.0,76.0,4.09878030638384,1888.0,3.515828677839851,60,0.0,0,5,0,2,1,129955,Withdrawn
0,5.0,75.0,5.0,67.4,32.0,62.0,5.770615218501402,520.0,3.421052631578948,120,0.0,0,8,2,0,0,132976,Pass
0,5.0,87.0,5.0,84.4,138.0,81.0,2.40831891575846,2732.0,4.801405975395431,60,0.0,0,9,0,0,0,134143,Distinction
1,0.0,0.0,0.0,0.0,14.0,0.0,0.0,73.0,2.147058823529412,180,0.0,0,2,2,2,1,135335,Withdrawn
1,7.0,72.0,7.0,53.142857142857146,43.0,43.0,9.788233947425033,610.0,3.01980198019802,60,0.0,0,9,2,2,1,135400,Withdrawn
0,5.0,87.0,5.0,80.2,192.0,72.0,5.630275304103698,5528.0,3.923349893541519,60,0.0,0,4,0,0,0,137873,Pass
0,5.0,77.0,5.0,72.6,92.0,70.0,2.880972058177588,1823.0,3.1162393162393163,240,0.0,0,3,0,0,0,141355,Pass
1,6.0,65.0,6.0,48.833333333333336,41.0,39.0,9.968283035040018,756.0,3.024,345,2.0,0,9,0,2,1,141377,Withdrawn
0,5.0,82.0,5.0,73.6,95.0,65.0,6.268971207462992,2121.0,3.361331220285261,60,0.0,0,5,0,0,0,142326,Pass
0,5.0,79.0,5.0,68.8,200.0,61.0,7.758865896508329,5645.0,3.484567901234568,60,0.0,0,8,1,0,0,144801,Pass
0,5.0,75.0,5.0,54.4,35.0,37.0,14.758048651498612,452.0,3.033557046979866,120,1.0,0,6,1,0,0,145130,Pass
0,5.0,62.0,5.0,50.0,32.0,40.0,8.74642784226795,597.0,3.109375,60,0.0,0,2,0,1,1,146188,Fail
0,9.0,82.0,9.0,68.66666666666667,127.0,32.0,14.404860290887932,1718.0,2.911864406779661,120,1.0,0,6,2,1,1,147756,Fail
1,1.0,52.0,1.0,52.0,9.0,52.0,0.0,155.0,3.7804878048780486,90,0.0,0,8,2,2,1,147793,Withdrawn
1,8.0,90.0,8.0,79.5,198.0,68.0,8.38365757206926,3812.0,2.99685534591195,60,0.0,0,3,0,2,1,148993,Withdrawn
0,5.0,54.0,5.0,50.0,20.0,45.0,3.6742346141747673,270.0,3.033707865168539,150,0.0,0,8,0,0,0,151358,Pass
0,5.0,75.0,5.0,67.0,81.0,61.0,5.147815070493501,1529.0,3.649164677804296,420,0.0,0,0,0,0,0,155550,Pass
0,5.0,82.0,5.0,79.8,202.0,78.0,1.6431676725154978,4003.0,4.156801661474558,60,0.0,0,2,0,0,0,155854,Pass
1,7.0,85.0,7.0,78.14285714285714,134.0,67.0,6.229729031789729,2645.0,3.281637717121588,60,0.0,0,7,2,2,1,155984,Withdrawn
0,5.0,81.0,5.0,70.6,87.0,59.0,10.4546640309481,1405.0,3.639896373056995,60,0.0,0,9,0,0,0,157568,Pass
1,3.0,75.0,5.0,68.2,124.0,65.0,4.086563348340509,2062.0,3.182098765432099,60,0.0,0,4,0,2,1,159954,Withdrawn
0,5.0,82.0,5.0,71.8,51.0,58.0,9.338094023943,466.0,1.94979079497908,60,0.0,0,7,0,0,0,164259,Pass
0,5.0,82.0,5.0,69.4,99.0,58.0,10.18822850156002,1510.0,2.9320388349514563,60,0.0,0,4,0,0,0,167906,Pass
0,5.0,79.0,5.0,66.4,42.0,54.0,10.644247272588135,745.0,2.466887417218543,60,0.0,0,1,2,0,0,168936,Pass
0,5.0,75.0,5.0,69.6,135.0,60.0,6.188699378706322,1939.0,2.781922525107604,60,0.0,0,2,1,0,0,172112,Pass
0,5.0,67.0,5.0,61.4,86.0,54.0,5.272570530585626,1782.0,4.293975903614458,60,0.0,0,2,0,0,0,172797,Pass
0,5.0,83.0,5.0,80.4,249.0,77.0,2.60768096208106,6318.0,3.845404747413269,60,0.0,0,9,1,0,0,174782,Pass
0,5.0,93.0,5.0,82.4,197.0,74.0,7.23187389270582,4447.0,3.3920671243325704,60,0.0,0,2,1,0,0,175392,Pass
0,5.0,82.0,5.0,78.2,97.0,73.0,3.898717737923584,2016.0,4.613272311212815,60,0.0,0,7,1,0,0,175932,Pass
0,5.0,51.0,5.0,37.6,17.0,28.0,9.07193474403338,138.0,2.76,180,3.0,0,8,0,1,1,175991,Fail
0,5.0,61.0,5.0,53.4,157.0,44.0,8.619744775803978,2012.0,2.344988344988345,120,0.0,0,3,0,0,0,180753,Pass
1,1.0,76.0,1.0,76.0,20.0,76.0,0.0,487.0,3.358620689655172,120,0.0,0,8,0,2,1,181316,Withdrawn
0,5.0,57.0,5.0,54.0,116.0,51.0,2.8284271247461894,1975.0,3.610603290676417,60,0.0,0,6,0,0,0,183096,Pass
0,5.0,67.0,5.0,49.0,58.0,33.0,12.668859459319927,964.0,2.619565217391304,180,1.0,0,1,0,0,0,183947,Pass
0,5.0,65.0,5.0,59.8,147.0,53.0,5.890670590009256,1312.0,2.750524109014675,170,0.0,0,8,1,0,0,184271,Pass
0,1.0,74.0,1.0,74.0,15.0,74.0,0.0,427.0,4.313131313131313,120,0.0,0,1,1,1,1,185439,Fail
0,5.0,85.0,5.0,76.0,109.0,55.0,11.999999999999998,2136.0,3.651282051282051,60,0.0,0,3,1,0,0,186149,Pass
0,5.0,90.0,5.0,89.2,231.0,88.0,1.095445115010332,8562.0,4.454734651404786,60,0.0,0,5,0,0,0,187100,Distinction
1,6.0,79.0,6.0,71.66666666666667,167.0,63.0,5.85377371160405,4497.0,3.0160965794768613,120,0.0,0,7,0,2,1,188278,Withdrawn
0,5.0,85.0,5.0,79.4,84.0,70.0,6.268971207462994,1541.0,3.486425339366516,120,0.0,0,9,0,0,0,189879,Pass
0,5.0,75.0,5.0,68.4,176.0,58.0,7.092249290598859,3219.0,4.003731343283582,60,0.0,0,9,2,0,0,192183,Pass
1,1.0,50.0,1.0,50.0,58.0,50.0,0.0,1905.0,5.411931818181818,60,0.0,0,9,0,2,1,195262,Withdrawn
0,5.0,69.0,5.0,54.4,81.0,33.0,13.296616110875728,534.0,1.9071428571428573,60,1.0,0,5,2,0,0,200860,Pass
1,3.0,70.0,3.0,66.66666666666667,47.0,62.0,4.163331998932267,1418.0,4.774410774410774,60,0.0,0,3,0,2,1,202635,Withdrawn
0,5.0,87.0,5.0,72.2,126.0,59.0,10.73312629199899,1665.0,2.9573712255772646,60,0.0,0,8,1,0,0,205350,Pass
0,3.0,67.0,3.0,56.66666666666666,32.0,40.0,14.571661996262929,333.0,2.8461538461538463,90,0.0,0,4,0,1,1,205719,Fail
0,5.0,84.0,5.0,83.6,162.0,83.0,0.5477225575051643,2953.0,3.659231722428749,60,0.0,0,1,0,0,0,227499,Distinction
0,5.0,67.0,5.0,62.6,69.0,54.0,5.128352561983235,1205.0,3.1136950904392764,180,0.0,0,2,1,1,1,227517,Fail
0,5.0,82.0,5.0,72.4,37.0,58.0,9.502631214563678,227.0,1.6691176470588236,60,0.0,0,6,1,0,0,228082,Pass
0,5.0,71.0,5.0,61.8,38.0,45.0,10.183319694480774,445.0,2.680722891566265,60,0.0,0,5,2,0,0,228222,Pass
0,5.0,73.0,5.0,66.0,50.0,55.0,6.9641941385920605,614.0,3.766871165644172,60,0.0,0,2,0,0,0,229179,Pass
0,5.0,82.0,5.0,78.0,123.0,75.0,3.24037034920393,1215.0,3.481375358166189,60,0.0,0,5,0,0,0,229361,Pass
0,4.0,80.0,4.0,67.75,86.0,62.0,8.341662504161464,1839.0,4.227586206896552,240,0.0,0,4,0,0,0,231554,Pass
1,6.0,69.0,6.0,57.833333333333336,136.0,30.0,14.02022348847074,1257.0,2.1975524475524475,240,1.0,0,9,0,2,1,235507,Withdrawn
0,5.0,85.0,5.0,78.0,41.0,60.0,10.41633332799983,732.0,3.4857142857142858,60,0.0,0,9,4,0,0,236284,Pass
0,5.0,86.0,5.0,79.2,162.0,68.0,8.228000972289685,1935.0,2.6043068640646028,60,0.0,0,9,1,0,0,238007,Pass
0,5.0,82.0,5.0,75.8,26.0,66.0,7.293833011524187,321.0,3.0,80,0.0,0,8,1,0,0,240712,Pass
0,5.0,74.0,5.0,58.4,44.0,54.0,8.763560920082657,427.0,2.235602094240838,120,0.0,0,9,0,0,0,240884,Pass
0,5.0,85.0,5.0,78.8,135.0,66.0,7.791020472312982,1892.0,3.3019197207678883,60,0.0,0,9,1,0,0,241649,Pass
0,5.0,64.0,5.0,58.6,117.0,51.0,5.412947441089743,1829.0,2.917065390749601,60,0.0,0,6,1,1,1,241729,Fail
0,5.0,85.0,5.0,77.4,56.0,66.0,7.700649323271381,658.0,2.5019011406844105,60,0.0,0,2,1,0,0,242793,Pass
0,5.0,60.0,5.0,55.6,68.0,52.0,3.5777087639996634,1174.0,3.3447293447293447,60,0.0,0,9,0,0,0,246834,Pass
0,5.0,82.0,5.0,78.4,193.0,74.0,3.049590136395381,1969.0,2.6183510638297878,90,0.0,0,2,2,0,0,248270,Pass
0,5.0,84.0,5.0,71.4,166.0,54.0,13.813037319865606,2580.0,3.165644171779141,60,0.0,0,2,2,0,0,255548,Pass
0,5.0,80.0,5.0,76.8,139.0,71.0,3.768288736283355,1481.0,2.859073359073359,120,0.0,0,1,1,0,0,256815,Pass
0,5.0,64.0,5.0,58.8,53.0,54.0,3.834057902536163,844.0,2.822742474916388,60,0.0,0,3,2,0,0,258392,Pass
0,5.0,75.0,5.0,64.8,204.0,54.0,8.927485648266257,4963.0,3.622627737226277,60,0.0,0,7,2,0,0,258894,Pass
1,3.0,60.0,3.0,38.333333333333336,43.0,0.0,33.291640592396966,426.0,3.1791044776119404,60,1.0,0,8,0,2,1,260355,Withdrawn
0,5.0,79.0,5.0,71.0,69.0,60.0,7.106335201775948,1066.0,3.0898550724637683,60,0.0,0,2,0,0,0,262011,Pass
0,5.0,81.0,5.0,76.6,119.0,72.0,3.781534080237809,2407.0,3.357043235704324,60,0.0,0,3,0,0,0,262934,Pass
0,5.0,83.0,5.0,74.6,116.0,64.0,7.021395872616783,3210.0,4.483240223463687,90,0.0,0,1,0,1,1,268073,Fail
1,2.0,51.0,2.0,43.0,18.0,35.0,11.31370849898476,191.0,3.4107142857142856,180,1.0,0,3,0,2,1,268733,Withdrawn
0,5.0,85.0,5.0,76.4,128.0,62.0,9.44986772394196,3348.0,5.23943661971831,60,0.0,0,8,0,0,0,271251,Pass
1,3.0,70.0,6.0,67.66666666666667,82.0,65.0,2.2509257354845498,2028.0,4.251572327044025,60,0.0,0,6,0,2,1,277880,Withdrawn
0,5.0,83.0,5.0,79.2,63.0,73.0,3.898717737923585,1183.0,3.983164983164983,60,0.0,0,4,2,0,0,279572,Distinction
0,5.0,77.0,5.0,73.4,49.0,70.0,2.6076809620810595,492.0,2.6885245901639343,150,0.0,0,3,0,0,0,281022,Pass
0,5.0,65.0,5.0,55.4,15.0,40.0,10.014988766843423,130.0,1.6883116883116882,60,0.0,0,7,2,1,1,281250,Fail
0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,59.0,2.107142857142857,60,0.0,0,3,1,1,1,281589,Fail
0,5.0,74.0,5.0,60.6,87.0,43.0,13.011533345459329,1961.0,4.102510460251046,60,0.0,0,3,0,0,0,282821,Pass
0,5.0,80.0,5.0,71.0,68.0,55.0,9.72111104761179,1046.0,3.683098591549296,60,0.0,0,9,0,0,0,286488,Pass
0,5.0,70.0,5.0,67.8,47.0,60.0,4.381780460041329,483.0,3.3541666666666665,120,0.0,0,9,0,0,0,287548,Pass
0,5.0,78.0,5.0,70.4,108.0,58.0,7.700649323271382,1740.0,3.5080645161290325,60,0.0,0,2,0,0,0,290201,Pass
0,5.0,80.0,5.0,75.0,33.0,70.0,3.605551275463989,652.0,4.261437908496732,60,0.0,0,3,0,0,0,290757,Pass
0,5.0,86.0,5.0,83.6,229.0,78.0,3.209361307176241,5231.0,2.78392762107504,60,0.0,0,9,0,0,0,291334,Distinction
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,0.0,0,9,0,2,1,292923,Withdrawn
0,4.0,55.0,4.0,46.75,28.0,38.0,8.5,187.0,1.6403508771929824,120,1.0,0,7,0,0,0,293699,Pass
0,5.0,82.0,5.0,78.2,119.0,72.0,4.147288270665546,1775.0,4.052511415525114,60,0.0,0,9,1,0,0,294570,Pass
0,5.0,61.0,5.0,52.8,94.0,43.0,6.418722614352484,865.0,3.37890625,60,0.0,0,9,0,0,0,294594,Pass
0,17.0,94.0,17.0,71.0,166.0,38.0,16.031219541881395,3099.0,3.0683168316831684,240,1.0,0,4,0,1,1,295741,Fail
0,5.0,95.0,5.0,86.8,124.0,66.0,11.94571052721436,2152.0,4.211350293542075,60,0.0,0,9,4,0,0,296332,Distinction
0,5.0,87.0,5.0,80.8,58.0,70.0,7.155417527999329,514.0,2.557213930348259,60,0.0,0,8,1,0,0,298696,Pass
0,5.0,82.0,5.0,78.8,108.0,76.0,2.3874672772626626,1997.0,3.443103448275862,60,0.0,0,3,0,0,0,300398,Pass
0,3.0,59.0,3.0,58.66666666666666,24.0,58.0,0.5773502691896263,513.0,3.109090909090909,60,0.0,0,4,0,1,1,302302,Fail
0,1.0,64.0,1.0,64.0,11.0,64.0,0.0,146.0,3.3181818181818183,60,0.0,0,7,0,1,1,305152,Fail
0,5.0,83.0,5.0,78.0,85.0,75.0,3.391164991562634,1277.0,3.470108695652174,120,0.0,0,7,0,0,0,305386,Pass
1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,68.0,2.6153846153846154,120,0.0,0,8,2,2,1,305539,Withdrawn
0,5.0,73.0,5.0,58.2,81.0,40.0,14.601369798755185,987.0,3.065217391304348,120,0.0,0,5,0,0,0,306107,Pass
0,5.0,88.0,5.0,82.0,110.0,76.0,5.338539126015656,1220.0,3.2275132275132274,60,0.0,0,9,0,0,0,306466,Pass
0,5.0,74.0,5.0,62.6,189.0,39.0,15.339491516996253,2742.0,2.4658273381294964,60,1.0,0,1,0,0,0,306897,Pass
0,5.0,83.0,5.0,81.2,87.0,76.0,2.949576240750526,1081.0,2.6957605985037407,60,0.0,0,1,1,0,0,307061,Pass
0,4.0,73.0,4.0,60.0,76.0,47.0,12.46327939722661,1476.0,3.915119363395225,60,0.0,0,7,0,0,0,307866,Pass
0,5.0,67.0,5.0,59.2,145.0,46.0,8.899438184514795,2230.0,3.204022988505747,120,0.0,0,6,0,0,0,311917,Pass
0,5.0,90.0,5.0,87.8,271.0,85.0,1.788854381999833,12882.0,7.02016348773842,60,0.0,0,9,4,0,0,312537,Distinction
0,5.0,89.0,5.0,61.8,46.0,50.0,15.626899884494046,281.0,2.650943396226415,60,0.0,0,9,0,0,0,312782,Pass
0,5.0,70.0,5.0,66.6,106.0,62.0,3.8470768123342696,1281.0,2.784782608695652,120,0.0,0,8,1,0,0,318933,Pass
0,5.0,81.0,5.0,78.4,232.0,75.0,2.408318915758457,6589.0,3.4086911536471804,60,0.0,0,5,0,0,0,319047,Pass
0,5.0,82.0,5.0,80.4,239.0,80.0,0.8944271909999173,10083.0,4.727144866385372,60,0.0,0,9,1,0,0,321942,Pass
0,5.0,85.0,5.0,80.4,122.0,69.0,6.6932802122726045,1901.0,3.1163934426229507,60,0.0,0,4,1,0,0,324002,Pass
0,5.0,72.0,5.0,57.6,110.0,35.0,14.046351839534706,1961.0,3.969635627530365,60,1.0,0,1,0,0,0,324084,Pass
0,5.0,74.0,5.0,61.2,38.0,38.0,14.463747785411636,133.0,1.7972972972972974,120,1.0,0,9,0,0,0,324282,Pass
1,5.0,87.0,6.0,84.66666666666667,201.0,83.0,1.5055453054181598,6588.0,3.836924868957484,60,0.0,0,9,1,2,1,331358,Withdrawn
0,5.0,78.0,5.0,74.4,72.0,69.0,3.7815340802378064,1655.0,3.694196428571429,60,0.0,0,6,0,0,0,332789,Pass
0,5.0,74.0,5.0,65.8,31.0,40.0,14.498275759551548,301.0,2.213235294117647,120,0.0,0,2,0,0,0,333059,Pass
0,5.0,78.0,5.0,74.4,36.0,71.0,3.286335345030995,648.0,3.640449438202247,60,0.0,0,8,1,0,0,333323,Pass
0,2.0,57.0,2.0,53.0,27.0,49.0,5.656854249492381,332.0,2.721311475409836,150,0.0,0,5,0,1,1,334259,Fail
1,1.0,36.0,1.0,36.0,33.0,36.0,0.0,303.0,3.03,240,1.0,0,0,0,2,1,334333,Withdrawn
1,5.0,90.0,8.0,86.875,187.0,86.0,1.3562026818605368,3928.0,2.856727272727273,60,0.0,0,2,0,2,1,335764,Withdrawn
0,5.0,75.0,5.0,68.2,111.0,63.0,4.816637831516919,1316.0,3.323232323232323,120,0.0,0,9,0,0,0,336207,Pass
0,5.0,68.0,5.0,49.8,33.0,37.0,11.584472366059664,333.0,2.664,60,1.0,0,8,0,0,0,339972,Pass
0,5.0,70.0,5.0,64.2,35.0,60.0,3.633180424916991,201.0,1.7787610619469028,180,0.0,0,4,2,1,1,341872,Fail
1,5.0,95.0,6.0,82.33333333333333,161.0,75.0,8.334666560017062,3178.0,3.4543478260869565,60,0.0,0,7,1,2,1,342007,Withdrawn
0,5.0,85.0,5.0,77.2,98.0,68.0,6.457553716385174,1950.0,4.362416107382551,60,0.0,0,5,2,0,0,342514,Pass
0,5.0,73.0,5.0,60.4,72.0,53.0,7.733045971672483,838.0,2.5944272445820435,60,0.0,0,0,1,0,0,342972,Pass
0,5.0,86.0,5.0,78.4,173.0,74.0,4.505552130427523,3644.0,2.9942481511914543,120,0.0,0,7,1,0,0,343446,Pass
0,5.0,61.0,5.0,49.2,18.0,42.0,7.886697661252141,65.0,1.2264150943396226,60,0.0,0,1,0,1,1,344282,Fail
0,5.0,85.0,5.0,78.0,51.0,70.0,5.70087712549569,547.0,2.568075117370892,180,0.0,0,6,0,0,0,345068,Pass
0,5.0,91.0,5.0,80.4,134.0,70.0,8.234075540095562,2219.0,3.010854816824966,60,0.0,0,3,0,0,0,345357,Distinction
0,5.0,85.0,5.0,82.4,103.0,75.0,4.335896677735759,569.0,2.0919117647058822,120,0.0,0,5,0,0,0,346025,Pass
0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,164.0,4.1,120,0.0,0,5,1,1,1,346843,Fail
0,5.0,76.0,5.0,73.8,78.0,71.0,2.167948338867879,761.0,2.4082278481012658,60,0.0,0,8,1,0,0,350188,Pass
1,0.0,0.0,0.0,0.0,7.0,0.0,0.0,198.0,4.304347826086956,120,0.0,0,9,1,2,1,354858,Withdrawn
0,3.0,63.0,3.0,57.0,27.0,49.0,7.211102550927978,166.0,1.8863636363636365,60,0.0,0,1,0,1,1,357668,Fail
0,4.0,75.0,4.0,69.0,63.0,64.0,5.354126134736337,821.0,3.3925619834710745,60,0.0,0,7,2,1,1,364177,Fail
0,5.0,64.0,5.0,56.4,78.0,50.0,5.412947441089743,891.0,2.2109181141439205,120,0.0,0,0,0,0,0,365244,Pass
0,5.0,77.0,5.0,70.0,148.0,63.0,5.147815070493501,2129.0,2.8198675496688743,60,0.0,0,1,2,0,0,365642,Pass
0,5.0,90.0,5.0,76.8,129.0,54.0,14.93987951758648,1465.0,3.002049180327869,60,0.0,0,4,1,0,0,366483,Pass
0,5.0,58.0,5.0,50.4,32.0,41.0,6.348228099241551,437.0,2.5857988165680474,120,0.0,0,5,0,0,0,368194,Pass
0,5.0,68.0,5.0,55.6,25.0,39.0,14.117365193264645,292.0,2.3548387096774195,120,1.0,0,5,1,1,1,368824,Fail
0,5.0,74.0,5.0,66.4,52.0,58.0,7.569676347110223,677.0,3.008888888888889,180,0.0,0,0,2,0,0,368963,Pass
0,5.0,94.0,5.0,87.0,154.0,77.0,6.284902544988268,2342.0,3.0775295663600524,60,0.0,0,2,1,0,0,376439,Distinction
0,5.0,88.0,5.0,72.8,124.0,60.0,13.311649033834987,2333.0,3.7208931419457736,60,0.0,0,8,0,0,0,376581,Pass
0,5.0,75.0,5.0,67.8,97.0,58.0,6.760177512462229,1062.0,2.839572192513369,60,0.0,0,8,0,0,0,380953,Pass
0,5.0,85.0,5.0,75.6,91.0,69.0,7.197221686178634,543.0,1.9963235294117647,120,0.0,0,9,0,0,0,383254,Pass
0,5.0,80.0,5.0,67.8,31.0,59.0,7.854934754662192,164.0,1.7083333333333333,120,0.0,0,2,2,0,0,386924,Pass
0,5.0,75.0,5.0,68.0,114.0,63.0,5.0,910.0,2.549019607843137,120,0.0,0,7,0,0,0,386952,Pass
0,5.0,70.0,5.0,63.8,57.0,54.0,5.932958789676531,671.0,3.0225225225225225,60,0.0,0,8,2,0,0,388722,Pass
0,5.0,75.0,5.0,60.6,50.0,51.0,9.44986772394196,875.0,3.571428571428572,60,0.0,0,9,0,0,0,388885,Pass
1,5.0,80.0,8.0,68.625,91.0,54.0,12.258379058540209,997.0,2.672922252010724,90,0.0,0,0,0,2,1,390890,Withdrawn
0,5.0,55.0,5.0,45.0,44.0,25.0,13.171939872319491,363.0,2.1736526946107784,120,2.0,0,7,0,1,1,392756,Fail
0,5.0,75.0,5.0,68.4,177.0,63.0,4.979959839195491,3003.0,3.134655532359081,120,0.0,0,5,0,0,0,392931,Pass
0,5.0,80.0,5.0,74.2,50.0,68.0,4.2661458015403095,876.0,3.6962025316455698,60,0.0,0,6,0,0,0,393207,Pass
0,5.0,68.0,5.0,61.4,70.0,54.0,5.079370039680118,996.0,3.244299674267101,180,0.0,0,5,1,0,0,396872,Pass
0,5.0,54.0,5.0,46.4,87.0,40.0,5.594640292279745,1183.0,3.6625386996904026,240,0.0,0,9,2,1,1,398552,Fail
0,5.0,75.0,5.0,65.0,90.0,55.0,7.382411530116701,955.0,2.7130681818181817,60,0.0,0,8,2,0,0,401869,Pass
